,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Available From,Available Till,City,Total Fee,Number of Hrs. Available
2099,Dr. Anu Joseph,Gynaecologist,22.0,"MBBS, DNB (Obstetrics and Gynecology), Fellowship in maternal and Fetal medicine",600.0,600.0,Motherhood - Sarjapur Road,Sarjapur Road,10:00:00,14:00:00,Bangalore,1200.0,04:00
2100,Dr. Apoorva Pallam Reddy,Gynaecologist,14.0,"MBBS, MS (Obstetrics and Gynecology), DNB (Obstetrics and Gynecology)",550.0,0.0,Phoenix Speciality Clinic,Jayanagar,17:00:00,21:00:00,Bangalore,550.0,04:00
2101,Dr. Megha Tuli,Gynaecologist,14.0,"MD - Obstetrtics & Gynaecology, MBBS, Masters in Aesthetic Gynaecology",500.0,300.0,Dr Megha Tuli OPD at Indira IVF - JP Nagar,JP Nagar,09:00:00,14:00:00,Bangalore,800.0,05:00
2102,Dr. Shilpa Haresh,Gynaecologist,25.0,"MBBS, DNB - Obstetrics & Gynecology, MRCOG, Fellowship In Reproductive Medicine",500.0,250.0,Rajashri Grandhim Hospitals,Bilekahalli,10:00:00,14:00:00,Bangalore,750.0,04:00
2103,Dr. Geeta Komar,Gynaecologist,25.0,"MD - Obstetrtics & Gynaecology, MBBS",800.0,400.0,Columbia Asia Hospital,Whitefield,16:00:00,19:00:00,Bangalore,1200.0,03:00
2104,Dr. Neelima Padmanaban,Gynaecologist,26.0,"MBBS, DGO, DNB",400.0,300.0,Cure N Care hospital,Horamavu,11:00:00,14:00:00,Bangalore,700.0,03:00
2105,Dr. Shilpa Apte,Gynaecologist,29.0,"DGO, MBBS",650.0,600.0,Apollo Cradle Hospital,Koramangala,10:00:00,12:00:00,Bangalore,1250.0,02:00
2106,Dr. Harshini.V,Gynaecologist,12.0,"MS - Obstetrics and Gynaecology, Diploma in Advanced Gynaec Laparoscopic Surgery",200.0,300.0,Harshini Clinic,Yelahanka,17:00:00,19:00:00,Bangalore,500.0,02:00
2107,Dr. Jayashri S,Gynaecologist,38.0,"MBBS, MS - Obstetrics and Gynaecology",500.0,350.0,Sri Krishna Hospital,Banashankari,09:00:00,12:00:00,Bangalore,850.0,03:00
2108,Dr. Shyam N Gupta,Gynaecologist,11.0,"MD - Obstetrtics & Gynaecology, FRM, FIAGE, Advanced Laparoscopy & Hysteroscopy Training P...read more",0.0,500.0,Dr Shyam N Gupta OPD @ Indira IVF - JP Nagar,JP Nagar,09:00:00,17:00:00,Bangalore,500.0,08:00
2109,Dr. Gayathri Meganathan,Gynaecologist,19.0,"MBBS, MRCOG, MD(OBGYN), Clinical Embryology, FMAS.Laparoscopy, DMAS, Fellowship in ART",500.0,400.0,Happy Lyfe Women's Health Clinic,Bangalore,09:00:00,11:30:00,Bangalore,900.0,02:30
2110,Dr. Mamtha Reddy Y.V,Gynaecologist,27.0,"MBBS, MS - Obstetrics and Gynaecology, Fellowship in Minimal Lab Spine Surgery",500.0,600.0,Marvel Speciality Hospital and Fertility Centre,Koramangala,18:00:00,19:00:00,Bangalore,1100.0,01:00
2111,Dr. Triveni M.P.,Gynaecologist,22.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, D.G.O",350.0,350.0,Women Care & Infertility Speciality Clinic,Begur,18:00:00,20:30:00,Bangalore,700.0,02:30
2112,Dr. Premlata Subhash,Gynaecologist,27.0,"Fellowship in Laparoscopy, DGO",600.0,400.0,Sanjeevini Hospital,Bangalore,18:30:00,20:30:00,Bangalore,1000.0,02:00
2113,Dr. Sharda Jain,Gynaecologist,55.0,"FIMSA, FICOG, MNAMS (Obstetrtics & Gynaecology) , MD - Obstetrics & Gynaecology, MBBS",800.0,0.0,Lifecare Centre,HSR Layout,09:00:00,12:00:00,Bangalore,800.0,03:00
2114,Dr. Padmini Isaac,Gynaecologist,46.0,"MBBS, DGO - Preventive & Social Medicine, MD - Obstetrics & Gynaecology",950.0,0.0,Cloudnine Hospital - Jayanagar,Jayanagar,18:00:00,20:00:00,Bangalore,950.0,02:00
2115,Dr. Vasudha  Shekhar,Gynaecologist,32.0,"DGO, MBBS",500.0,500.0,Abhay Women's Health Care Clinic,JP Nagar,18:00:00,20:00:00,Bangalore,1000.0,02:00
2116,Dr. Sowmya Prakash,Gynaecologist,24.0,"DGO, MBBS",500.0,0.0,Dr Sowmya's Women Care Clinic,Bannerghatta Road,18:30:00,20:30:00,Bangalore,500.0,02:00
2117,Dr. Vinod Kumar N,Gynaecologist,18.0,"MBBS,MD,FMAS,DMAS,MMAS,FICRS,DRME(Germany)",300.0,500.0,Dr Vinod Kumar online clinic,HSR Layout,07:00:00,07:15:00,Bangalore,800.0,00:15
2118,Dr. Shanthala S,Gynaecologist,29.0,"MBBS, MS - Obstetrics and Gynaecology",550.0,0.0,Sagar Hospitals,Kumaraswamy Layout,15:00:00,16:30:00,Bangalore,550.0,01:30
2119,Dr. Mukta Nadig,Gynaecologist,43.0,"MBBS, MS - Obstetrics and Gynaecology, Certificate Programme in Laproscopic, Work Shop in ...read more",800.0,350.0,Cloudnine Hospital - Malleshwaram,Malleshwaram,09:00:00,12:00:00,Bangalore,1150.0,03:00
2120,Dr. Mahesh Koregol,Gynaecologist,25.0,"MS - Obstetrics & Gynaecology, MBBS, Fellowship in Reproductive Medicine",500.0,250.0,Nova IVF Fertility Clinic  - Koramangala,Koramangala,09:30:00,19:30:00,Bangalore,750.0,10:00
2121,Motherhood,Gynaecologist,13.0,Speciality Birthing Care,500.0,350.0,Motherhood - Indiranagar,Indira Nagar,09:00:00,23:00:00,Bangalore,850.0,14:00
2122,Dr. Deepmala,Gynaecologist,18.0,"MBBS, MS - Obstetrics and Gynaecology",600.0,0.0,Motherhood - Sarjapur Road,Sarjapur Road,10:30:00,13:00:00,Bangalore,600.0,02:30
2123,Dr. Garima Jain,Gynaecologist,27.0,"DNB(OBG), MBBS",700.0,0.0,Apollo Cradles - Marathahalli,Marathahalli,09:00:00,15:00:00,Bangalore,700.0,06:00
2124,Dr. Shobana Raman,Gynaecologist,18.0,"MBBS, DGO, DNB (Obstetrics and Gynecology)",400.0,400.0,MITHR WOMEN'S HEALTH,Electronic City,10:00:00,14:00:00,Bangalore,800.0,04:00
2125,Dr. Asha S Vijay,Gynaecologist,10.0,Fellowship in Reproductive Medicine & ART,550.0,300.0,Garbhagudi IVF Center (Hanumanth Nagar),Banashankari,09:00:00,18:00:00,Bangalore,850.0,09:00
2126,Dr. Mangala Devi,Gynaecologist,27.0,"MBBS, MS(OBG), Certified IVF Specialist",550.0,0.0,SMILE BABY IVF/K C Raju Multispeciality Hospital,Lingarajapuram,10:00:00,14:00:00,Bangalore,550.0,04:00
2127,Dr. Gopika Rajesh,Gynaecologist,30.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB - Obstetrics & Gynecology",450.0,300.0,AV MULTISPECIALITY HOSPITAL,Basavanagudi,17:00:00,19:30:00,Bangalore,750.0,02:30
2128,Dr. Vandana Krishnaprasad M,Gynaecologist,25.0,"MBBS, DNB (Obstetrics & Gynecology), Fellowship In Reproductive Medicine, Diploma In Ultra...read more",700.0,400.0,Navachethana Hospital,Yelahanka,09:00:00,11:00:00,Bangalore,1100.0,02:00
2129,Dr. Rekha,Gynaecologist,22.0,"MBBS, DGO",200.0,0.0,Elite Hospital,Attibele,07:00:00,23:00:00,Bangalore,200.0,16:00
2130,Dr. Kavitha Kovi,Gynaecologist,25.0,"MBBS, MS - Obstetrics & Gynaecology",600.0,0.0,Dr. Kavitha Kovi's Women Clinic,Whitefield Road,18:30:00,20:00:00,Bangalore,600.0,01:30
2131,Dr. Pooja A Kundargi,Gynaecologist,17.0,"MBBS, DGO, FMAS",300.0,0.0,Specialist Women's Clinic Gynecologist,Jnana Ganga Nagar,09:00:00,21:00:00,Bangalore,300.0,12:00
2132,Dr. Aruna Muralidhar,Gynaecologist,26.0,"MBBS,MD(medicine), MD - Obstetrics & Gynaecology, MRCOG, FRCOG, FICM",500.0,0.0,Shree Clinic (Sun Diagnostic Laboratory),Jayanagar,15:00:00,16:00:00,Bangalore,500.0,01:00
2133,Dr. Veena Surendra,Gynaecologist,32.0,"MD - Obstetrtics & Gynaecology, MBBS",400.0,0.0,Veena Medical Centre ( Veena Maternity and Nursing Home),Rajaji Nagar,09:30:00,11:00:00,Bangalore,400.0,01:30
2134,Dr. Jyothika Desai,Gynaecologist,53.0,MBBS,400.0,0.0,Pr  Desai Hospital,Bangalore,10:00:00,13:00:00,Bangalore,400.0,03:00
2135,Dr. Chitra Reddy,Gynaecologist,38.0,"Karnatak University, India, J J M M C, DAVANAGERE, JJM Medical College, Davangre(Mysore University)",500.0,350.0,The Leela Clinic,Cox Town,17:00:00,19:00:00,Bangalore,850.0,02:00
2136,Dr. Vani,Gynaecologist,27.0,"MBBS, MS - Obstetrics & Gynaecology, Fellowship In Gynaec Endoscopy",400.0,0.0,Sri Balaji Multispeciality Hospital,Basavanagudi,18:00:00,19:30:00,Bangalore,400.0,01:30
2137,Dr. M.Gowri,Gynaecologist,36.0,DGO,500.0,0.0,Queens Hospital,HSR Layout,11:30:00,15:00:00,Bangalore,500.0,03:30
2138,Dr. Shashikala R Patil,Gynaecologist,49.0,"MBBS, DGO, MD",500.0,0.0,Icon Hospital,Bangalore,12:00:00,13:00:00,Bangalore,500.0,01:00
2139,Dr. Anjana Minu Rajan,Homeopathy,16.0,BHMS,550.0,500.0,Dr. Anjana's Homeopathic Clinic,Electronic City,10:00:00,20:30:00,Bangalore,1050.0,10:30
2140,Dr. Amrita Dewan,Homeopathy,17.0,"BHMS, B.Sc - Botany, MSc - Counselling & Family Therapy",300.0,450.0,Arya's Homoeopathic Home,Ramamurthy Nagar,10:00:00,12:30:00,Bangalore,750.0,02:30
2141,Dr. Babitha Jayapal,Homeopathy,31.0,BHMS,200.0,300.0,Garden City Homeopathic Clinic,BTM Layout,17:30:00,20:30:00,Bangalore,500.0,03:00
2142,Dr. Nagendra Babu Pogula,Homeopathy,11.0,"BHMS, M.D, Assistant Professor",200.0,100.0,Sri Mahima Multi Speciality Homeo Clinic,Marathahalli,10:00:00,13:30:00,Bangalore,300.0,03:30
2143,Dr. T Kirankumar,Homeopathy,28.0,BHMS,300.0,0.0,Positive Homeopathy,Malleshwaram,11:00:00,20:00:00,Bangalore,300.0,09:00
2144,Dr. Josy Joy A,Homeopathy,26.0,BHMS,200.0,200.0,Dr.Josy Joy 's homeo clinic Ramamurthy nagar horamavu ulsoor bangalore for piles kidney stones gallstones ovary cysts infertility dust allergy spondyl,Ulsoor,18:00:00,19:30:00,Bangalore,400.0,01:30
2145,Dr. Neha Dhakad,Homeopathy,11.0,BHMS,400.0,300.0,Dr Neha's Param Homoeo Clinic,Whitefield,17:00:00,20:30:00,Bangalore,700.0,03:30
2146,Dr. Sheeja M,Homeopathy,25.0,BHMS,350.0,300.0,Niramayah Clinic,HAL,10:30:00,19:30:00,Bangalore,650.0,09:00
2147,Dr. Deepa Raje Nimbalkar,Homeopathy,19.0,"BHMS, MD - Homeopathy, Ph..D. Scholar",750.0,750.0,Lifetron Healthcare Homeopathy Clinic,HSR Layout,10:30:00,20:00:00,Bangalore,1500.0,09:30
2148,Dr. Sandeep Kr,Homeopathy,18.0,"BHMS, DIACH",450.0,200.0,Center Of Homeopathy Clinic,Jayanagar,11:00:00,13:00:00,Bangalore,650.0,02:00
2149,Dr. Rishabh Vyas,Homeopathy,9.0,BHMS,300.0,250.0,Healvibe Healthcare,HSR Layout,10:30:00,21:00:00,Bangalore,550.0,10:30
2150,Dr. Merlin Patrao,Homeopathy,16.0,"BHMS, PGDCR",0.0,300.0,Dr Merlin Patrao,Malleshwaram,,,Bangalore,300.0,
2151,Dr. Sheeba Rani,Homeopathy,21.0,"MD - Homeopathy, Msc Counselling & Psychotherapy",500.0,300.0,Suraksha Homeopathy Healthcare,Koramangala,11:00:00,19:00:00,Bangalore,800.0,08:00
2152,Dr. Munavvar Sultana Shaikh,Homeopathy,30.0,BHMS,650.0,500.0,M.S.Homoeopathic Medical Centre,Koramangala,17:30:00,20:30:00,Bangalore,1150.0,03:00
2153,Dr. Aparna J,Homeopathy,18.0,BHMS,300.0,300.0,Aayush Homoeo Clinic,Wilson Garden,17:00:00,20:00:00,Bangalore,600.0,03:00
2154,Dr. Famida Rizwan,Homeopathy,15.0,BHMS,200.0,150.0,Sri Vignesh Homoeo Clinic and Pharmacy,Bannerghatta Road,16:30:00,19:00:00,Bangalore,350.0,02:30
2155,Dr. Namitha,Homeopathy,11.0,BHMS,100.0,100.0,Srishti Homeopathic Clinic,Bangalore,08:00:00,21:00:00,Bangalore,200.0,13:00
2156,Dr. Garima Sharma,Homeopathy,15.0,"BHMS, NDDY",300.0,100.0,Ayaksham Homoeopathy Clinic,Whitefield,16:00:00,19:00:00,Bangalore,400.0,03:00
2157,Dr. Sanjay R B,Homeopathy,14.0,"BHMS, CCH, CGO, SVD",150.0,0.0,Sree Surabhi Homoeopathy clinic,Yelahanka,10:00:00,21:00:00,Bangalore,150.0,11:00
2158,Dr. Asmath Naheeda,Homeopathy,10.0,BHMS,600.0,100.0,Dr Asmath Naheeda,HBR Layout,17:30:00,22:30:00,Bangalore,700.0,05:00
2159,Dr. Rachna Jaisinghani,Homeopathy,18.0,"BHMS, PGDEMS (Post Graduate Diploma In Emergency Medical Services)",300.0,300.0,Dr Rachna's Homeopathy,Sarjapur Road,10:00:00,12:00:00,Bangalore,600.0,02:00
2160,Dr. Amarjeeth Chilargikar,Homeopathy,19.0,BHMS,200.0,300.0,Homeosquare Homeopathy,Malleshwaram,10:30:00,20:00:00,Bangalore,500.0,09:30
2161,Dr. B.D. Patel,Homeopathy,53.0,"BHMS, MD-Homeopath",500.0,300.0,Patel's Specalized Homeopathy Clinic - Jayanagar,Jayanagar,10:00:00,11:00:00,Bangalore,800.0,01:00
2162,Dr. Chandrashekar Bhat,Homeopathy,16.0,MD - Homeopathy,0.0,300.0,Dr Bhat's Homeopathy,Rajaji Nagar,11:00:00,21:00:00,Bangalore,300.0,10:00
2163,Dr. Sreeja S,Homeopathy,16.0,BHMS,100.0,0.0,careWELL Homoeo Clinic,HAL,09:00:00,13:00:00,Bangalore,100.0,04:00
2164,Dr. Sanjay Panicker,Homeopathy,28.0,BHMS,500.0,350.0,Amrita Homeopathy,Bangalore,11:00:00,14:00:00,Bangalore,850.0,03:00
2165,Dr. Vasanthi Mohandas,Homeopathy,45.0,DHMS (Diploma in Homeopathic Medicine and Surgery),500.0,0.0,Amruta Clinic,Jayanagar,17:00:00,20:00:00,Bangalore,500.0,03:00
2166,Dr. K Jyothi Rao,Homeopathy,37.0,"DHMS (Diploma in Homeopathic Medicine and Surgery), M.Sc - Clinical Nutrition & Dietetics,...read more",500.0,300.0,Mythri Holistic Care,Indira Nagar,15:00:00,19:00:00,Bangalore,800.0,04:00
2167,Dr. Shubhashree Bhat,Homeopathy,4.0,BHMS,200.0,100.0,Bhat's clinic,Magadi Road,09:00:00,17:00:00,Bangalore,300.0,08:00
2168,Dr. Ranga Sai N V S,Homeopathy,23.0,BHMS,0.0,350.0,Tristha Homeopathy Clinic,Malleshwaram,11:30:00,15:30:00,Bangalore,350.0,04:00
2169,Dr. Suvarna Patil,Homeopathy,11.0,"Dhondumama Sathe Homoeopathy Medical College, CCPH, SCPH",350.0,500.0,Anamay Homoeopathy,HSR Layout,17:00:00,19:30:00,Bangalore,850.0,02:30
2170,Dr. Varsha Kaul,Homeopathy,5.0,BHMS,400.0,400.0,Dr kaul's Homoeopathic clinic,Bangalore,10:00:00,14:00:00,Bangalore,800.0,04:00
2171,Dr. Sravani P,Homeopathy,13.0,MD (Hom),0.0,300.0,Bharadwaj Homoeo Clinic,Gagan Vihar,,,Bangalore,300.0,
2172,Dr. Prema Jyothi Fraser,Homeopathy,8.0,MD,200.0,200.0,Sri Mahima Multispecality Homoeo Clinic,Jayanagar,17:00:00,20:30:00,Bangalore,400.0,03:30
2173,Dr. Mahesh M,Homeopathy,23.0,BHMS,500.0,0.0,Centre For Classical Homeopathy,Vijayanagar,10:30:00,13:00:00,Bangalore,500.0,02:30
2174,Aihms Homoeopathy Multispeciality Clinics,Homeopathy,0.0,Not Mentioned,0.0,300.0,AIHMS Homoeopathy Multispeciality Clinics,Thippasandra,10:00:00,20:00:00,Bangalore,300.0,10:00
2175,Dr. Premsudha P. V.,Homeopathy,26.0,"BHMS, PG Diploma In Clinical Cosmetology (PGDCC)",350.0,0.0,Parkview Healthcare,Kanakapura,10:00:00,12:30:00,Bangalore,350.0,02:30
2176,Dr. Heena Kouser,Homeopathy,7.0,"BHMS, PG DCN , CPACR",500.0,250.0,HopeWell HealthCare Center,Bangalore,09:00:00,20:00:00,Bangalore,750.0,11:00
2177,Dr. Madhurya,Homeopathy,9.0,BHMS,200.0,0.0,Wecare Homeopathy,Malleshwaram,10:00:00,20:00:00,Bangalore,200.0,10:00
2178,Dr. Masuma Hussain,Homeopathy,9.0,BHMS,200.0,200.0,Dr. Masuma's Clinic,RT Nagar,11:00:00,14:00:00,Bangalore,400.0,03:00
2179,Dr. Kishorri P Jain,Homeopathy,23.0,Bachelor of Homoeopathic Medicine and Surgery,500.0,0.0,Sure Cure Homoeopathy Clinic,HRBR Layout,17:00:00,20:00:00,Bangalore,500.0,03:00
2180,Dr. Swarna Debnath,Homeopathy,2.0,BHMS,250.0,120.0,Swarna Debnath,Jayanagar,15:00:00,18:00:00,Bangalore,370.0,03:00
2181,Dr. Vinod Kumar,Homeopathy,13.0,"BHMS, International Academy of Classical Homoeopathy,Alonissos (GREECE)",400.0,300.0,Pavithra Clinic,Maruthi Nagar,17:30:00,21:30:00,Bangalore,700.0,04:00
2182,Dr. Kumari Payal,Homeopathy,5.0,Bechlour of Homeopathy medicine and surgery,250.0,500.0,Dr Payal Homeocare,Yelahanka,09:00:00,23:00:00,Bangalore,750.0,14:00
2183,Ms. Sadhana Mishra,Psychologist,11.0,"M.Sc - Applied Psychology, Certificate Course of Psychodrama",0.0,500.0,Listening Corner,JP Nagar,10:00:00,14:00:00,Bangalore,500.0,04:00
2184,Mr. Senthilkumar L,Psychologist,20.0,"Diploma In Psychology Counselling Skills, Diploma In Ayurveda, B.S IT, Diploma In Varmam T...read more",750.0,850.0,Life To Live Wellness,Jeevanbheema Nagar,10:00:00,20:00:00,Bangalore,1600.0,10:00
2185,Ms. Sandhya C,Psychologist,12.0,M.Sc - Psychotherapy,500.0,300.0,Sandhya. C Clinic,Bilekahalli,16:00:00,19:00:00,Bangalore,800.0,03:00
2186,Mr. Harish Chandrashekar,Psychologist,13.0,"M.Sc - Psychology, Certificate in Clinical Hypnotherapy",0.0,900.0,PSYTALK,Adugodi,10:30:00,19:30:00,Bangalore,900.0,09:00
2187,Mr. Chetan Manjalekar,Psychologist,0.0,Not Mentioned,800.0,300.0,Asvasana,HSR Layout,10:00:00,16:00:00,Bangalore,1100.0,06:00
2188,Dr. Sharanabasappa,Psychologist,11.0,MD - Psychiatry,650.0,650.0,Prolife Multi-speciality Hospital,International Airport Road,16:00:00,23:00:00,Bangalore,1300.0,07:00
2189,Preethi K,Psychologist,12.0,"Msc Psychological Counseling, Msc Medical Sociology",800.0,300.0,Mindful Existence- A Space To Untangle & Thrive,JP Nagar,11:00:00,15:30:00,Bangalore,1100.0,04:30
2190,Mrs. Sowmya B M,Psychologist,0.0,Not Mentioned,750.0,800.0,Sowmya Nursery Teacher Training Institute and Counselling,Gunjur,15:15:00,16:30:00,Bangalore,1550.0,01:15
2191,Ms. Priyanjali Paul,Psychologist,6.0,Mphil in Medical Psychology,600.0,300.0,Telecounseling,Bangalore,16:00:00,18:00:00,Bangalore,900.0,02:00
2192,Dr. Nirupama Nagaraj,Psychologist,25.0,"MBBS, Diploma in Psychological Medicine",800.0,0.0,Neha Prakash Hospital,Bangalore,10:00:00,17:00:00,Bangalore,800.0,07:00
2193,Ms. Geetha.G. Rao,Psychologist,15.0,M.Sc -  Clinical Psychology,0.0,250.0,Geetha. Rao,Bangalore,,,Bangalore,250.0,
2194,Ms. Balarama Namratha,Psychologist,15.0,Msc clinical psychology,0.0,300.0,Charitha Family Wellness Centre For Peace And Harmony,Koramangala,08:00:00,12:00:00,Bangalore,300.0,04:00
2195,Ms. Reshma Mani,Psychologist,6.0,"M.Sc in Counselling Psychology, B.Sc Applied Psychology",700.0,680.0,Reshma mani,Bilekahalli,09:00:00,18:30:00,Bangalore,1380.0,09:30
2196,Dr. Shubha Madhusudhan,Psychologist,14.0,"PhD - Psychology, Fellowship in Cardiac Rehabilitation",850.0,0.0,Fortis Hospital - Bannerghatta Road (On Call),Bannerghatta Road,03:00:00,19:00:00,Bangalore,850.0,16:00
2197,Dr. Mili Chakraborty,Psychologist,7.0,"MA - Psychology, Diploma in Personal Councelling Skills",0.0,500.0,Aria clinic,Haralur Road,10:00:00,19:00:00,Bangalore,500.0,09:00
2198,Mr. Gangaram Prem Kumar,Psychologist,11.0,Diploma in Counselling,0.0,500.0,TSMS,Bangalore,,,Bangalore,500.0,
2199,Dr. Sandhya Krishnamurthy,Ayurveda,37.0,BAMS,300.0,400.0,Sri Karnataka Ayurveda Bhawan,Bangalore,17:30:00,20:00:00,Bangalore,700.0,02:30
2200,Dr. Chaithanya Ks,Ayurveda,21.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MS",300.0,500.0,Total Ayurveda,Bangalore,10:00:00,14:00:00,Bangalore,800.0,04:00
2201,Dr. Ravindra Parashetty,Ayurveda,25.0,"BAMS, MS - Sexuality & Sexual Counselling, FICA",450.0,450.0,Milana Fertility Health Center,Kengeri,10:00:00,17:00:00,Bangalore,900.0,07:00
2202,Dr. Tanmaya Acharya,Ayurveda,15.0,"MD - Ayurveda, BAMS, Post Graduate Diploma in Nutrition and Dietetics",400.0,400.0,Siddhanta Ayurveda,Marathahalli,11:00:00,18:30:00,Bangalore,800.0,07:30
2203,Dr. Krishna Kumar S,Ayurveda,17.0,"BAMS, PG Dip (Medical Education), (FAGE) Fellow of Academy of General Education, MBA (Healthcare)",400.0,300.0,Keva Ayurveda - BTM Layout,Bangalore,11:30:00,16:00:00,Bangalore,700.0,04:30
2204,Dr. Rohini  Bv,Ayurveda,15.0,"BAMS, YIC, DEC",500.0,450.0,Pushya Ayurveda,Electronic City,11:30:00,13:30:00,Bangalore,950.0,02:00
2205,Dr. Niveditha S Murthy,Ayurveda,15.0,"BAMS, MSCP",200.0,300.0,Dr. Niveditha's Ayurveda,Banaswadi,17:30:00,20:00:00,Bangalore,500.0,02:30
2206,Mr. Senthilkumar L,Ayurveda,20.0,"Diploma In Psychology Counselling Skills, Diploma In Ayurveda, B.S IT, Diploma In Varmam T...read more",750.0,850.0,Life To Live Wellness,Jeevanbheema Nagar,10:00:00,20:00:00,Bangalore,1600.0,10:00
2207,Dr. Babitha Jayapal,Ayurveda,31.0,BHMS,200.0,300.0,Garden City Homeopathic Clinic,BTM Layout,17:30:00,20:30:00,Bangalore,500.0,03:00
2208,Dr. Akarshini Am,Ayurveda,20.0,"BAMS, MD-General Medicine, Phd - Kayachikitsa",350.0,500.0,Lakshy Ayurcare Ayurveda Clinic & Panchakarma Ksharasootra Centre,Vijayanagar,10:00:00,12:30:00,Bangalore,850.0,02:30
2209,Dr. Manasa Bhat,Ayurveda,13.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,350.0,Tatkshana Ayurveda Hospital,Yeshwanthpur,16:00:00,18:45:00,Bangalore,650.0,02:45
2210,Dr. Payal Khandelwal,Ayurveda,21.0,"BAMS, MD - Ayurveda",600.0,600.0,Ayurveda First,Bangalore,09:45:00,12:30:00,Bangalore,1200.0,02:45
2211,Dr. Arun B Jain,Ayurveda,22.0,"MD, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",100.0,150.0,SUKRUTHA Ayurvedic Center,Banashankari,16:00:00,20:30:00,Bangalore,250.0,04:30
2212,Dr. A V Lohit,Ayurveda,19.0,"BAMS, MD - Ayurveda Medicine, Postgraduate Diploma in Sexology",600.0,0.0,Dr. Lohit's Ayur Sex Clinic,Basaveshwara Nagar,11:00:00,14:00:00,Bangalore,600.0,03:00
2213,Dr. Yamuna B S Vastred,Ayurveda,16.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",200.0,0.0,Guduchi The Ayurvedism,Kammanahalli,17:00:00,21:00:00,Bangalore,200.0,04:00
2214,Dr. Shambulingaiah S. Hiremath,Ayurveda,39.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MS - Ayurveda",250.0,300.0,Shree Dhanvantari Ayurveda Hospital,Rajaji Nagar,18:30:00,20:30:00,Bangalore,550.0,02:00
2215,Dr. M Rahul,Ayurveda,12.0,"BAMS, Fellowship In Neurological Rehabilitation, Certificate In Stoke Management",500.0,0.0,Angsana Ayurveda,Rajanukunte,10:00:00,20:00:00,Bangalore,500.0,10:00
2216,Dr. Neetha Ganesh,Ayurveda,22.0,BAMS,300.0,300.0,Ayurdhan therapy centre jakkur near Manyata tech park,Jakkur,08:00:00,20:00:00,Bangalore,600.0,12:00
2217,Dr. Aparna Kulkarni,Ayurveda,13.0,"MD - Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",200.0,0.0,Dr Kulkarni's Ayur Clinic,Uttarahalli,07:00:00,07:00:00,Bangalore,200.0,00:00
2218,Dr. Arun Bhanu,Ayurveda,11.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",250.0,250.0,Kottakkal Arya Vaidyashala,Vidyaranyapura,18:00:00,21:00:00,Bangalore,500.0,03:00
2219,Ayur Jagruti Clinic,Ayurveda,0.0,Not Mentioned,300.0,300.0,Ayur Jagruti Ayurveda Clinic,Indira Nagar,14:00:00,16:00:00,Bangalore,600.0,02:00
2220,Dr. Keshava Bhat Sarpangala,Ayurveda,32.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",300.0,300.0,Vaidyaratnam oushadhasala pvt. Ltd,HSR Layout,10:30:00,13:00:00,Bangalore,600.0,02:30
2221,Dr. Shabaaz Naushad,Ayurveda,9.0,BAMS,700.0,200.0,Royale Ayur Clinic,Bangalore,09:30:00,13:00:00,Bangalore,900.0,03:30
2222,Dr. Umme Salma,Ayurveda,13.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",60.0,0.0,SSHIRADI SAI CLINIC,Murugeshpalya,17:00:00,21:30:00,Bangalore,60.0,04:30
2223,Dr. Anuja Marawar,Ayurveda,24.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Certificate In Panchakarma",350.0,300.0,Keva Ayurveda Whitefield,Whitefield,15:30:00,18:00:00,Bangalore,650.0,02:30
2224,Dr. Navaneetha Krishna K,Ayurveda,18.0,BAMS,500.0,300.0,AV Multispeciality Hospital,Banashankari,10:00:00,20:00:00,Bangalore,800.0,10:00
2225,Dr. Mini Nair,Ayurveda,29.0,"DSM ( Siddha Medicine), BAMS",200.0,0.0,Ayur Healing Ayurveda And Siddha Hospital,Koramangala,10:00:00,18:00:00,Bangalore,200.0,08:00
2226,Dr. Vinodh R.S.,Ayurveda,22.0,"MBBS, MD - Physiology",100.0,250.0,Sri Marudhar Clinic,Bangalore,19:30:00,21:30:00,Bangalore,350.0,02:00
2227,Dr. Vijay Laxmi  Singh,Ayurveda,4.0,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",400.0,500.0,Ayurganic,Electronic City,10:30:00,08:00:00,Bangalore,900.0,21:30
2228,Dr. Niveditha Shree K N,Ayurveda,12.0,Bachelor of Ayurvedic Medicine & Surgery,200.0,100.0,Ashwini Ayurveda,Banashankari,18:30:00,22:00:00,Bangalore,300.0,03:30
